ssthresh,bytesInFlight,cWndAtTheEnd,TimeSpentInRecovery
2000,2000,2000,0.931311
2000,1000,2000,0.248363
2000,1000,2000,0.187653
2000,1000,2000,0.116206
2000,1000,2000,0.165176
2000,2000,2000,0.382075
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,2000,2000,0.626720
2000,1000,2000,0.417296
2000,0,2000,0.085891
2000,2000,3000,0.208864
2000,1000,2000,0.708326
6000,12000,8000,0.190991
2000,1000,2000,0.269345
2000,2000,3000,0.208864
2000,0,2000,0.102133
2000,0,2000,0.111582
2000,1000,1000,0.862513
2000,1000,2000,0.197083
2000,0,2000,0.074231
2000,0,2000,0.082663
2000,1000,2000,0.253597
2000,0,2000,0.053165
2000,1000,2000,0.919199
2000,0,2000,0.070327
2000,1000,2000,0.321198
2000,0,2000,0.084117
2000,0,2000,0.208864
5000,10000,1000,0.680015
2000,2000,2000,0.626720
2000,1000,2000,0.425070
2000,2000,3000,0.180401
2000,2000,3000,0.208864
2000,2000,2000,0.832186
2000,0,2000,0.074887
2000,0,2000,0.074887
2000,1000,2000,0.208864
2000,1000,2000,0.122456
2000,0,2000,0.025822
2000,0,2000,0.025752
2000,0,2000,0.099877
2000,0,2000,0.070947
2000,0,2000,0.031107
2000,0,2000,0.070271
2000,0,2000,0.062130
2000,2000,3000,0.226224
2000,1000,2000,0.104729
5500,11000,7000,0.225728
2000,1000,2000,0.125682
2000,2000,1000,0.225792
2000,0,2000,0.086962
2000,1000,2000,0.300416
2000,0,2000,0.079968
2000,2000,3000,0.184742
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,2000,3000,0.208864
2000,0,2000,0.113099
2000,0,1000,0.217296
2000,2000,1000,0.932030
2000,1000,1000,0.217296
2000,0,2000,0.038571
2000,1000,2000,0.128617
2000,1000,2000,0.100355
2000,1000,2000,0.062251
2000,2000,3000,0.208864
2000,1000,2000,0.172991
5500,11000,6000,0.384064
7500,15000,5000,0.576256
2000,2000,3000,0.208864
2000,0,2000,0.105582
2000,2000,3000,0.208864
2000,1000,2000,0.051403
2000,0,2000,0.059963
2000,0,2000,0.098815
2000,0,2000,0.098815
2000,2000,3000,0.208864
2000,2000,2000,0.208864
2000,0,2000,0.105268
2000,1000,2000,0.717511
2000,0,2000,0.173714
2000,2000,2000,0.626720
2000,0,2000,0.025720
2000,0,2000,0.087519
2000,1000,2000,0.208864
2000,1000,2000,0.424363
6000,12000,6000,0.251088
2000,1000,2000,0.122006
2000,2000,3000,0.208864
2000,1000,2000,0.229624
2000,0,2000,0.040012
2000,0,2000,0.094900
2000,0,2000,0.094900
2000,2000,2000,0.208864
2000,0,2000,0.088610
2000,0,2000,0.047899
2000,2000,3000,0.208864
2000,0,2000,0.065876
2000,1000,2000,0.155940
2000,0,2000,0.208864
2000,0,2000,0.057792
2000,2000,2000,0.643776
2000,1000,2000,0.073281
2000,2000,3000,0.208864
2000,2000,2000,0.426224
2000,0,2000,0.044349
2000,0,2000,0.044349
2000,1000,2000,0.208864
2000,0,2000,0.084267
2000,2000,3000,0.327482
2000,1000,2000,0.468496
2000,2000,2000,0.208864
2000,0,2000,0.039499
2000,0,2000,0.089565
2000,0,2000,0.038404
2000,0,2000,0.079576
2000,1000,2000,0.208864
2000,2000,2000,0.635152
2000,1000,2000,0.153873
6500,13000,1000,0.662387
2000,0,2000,0.008386
2000,2000,3000,0.148184
2000,2000,2000,0.626784
2000,2000,2000,0.679825
2000,1000,2000,0.267825
2000,0,2000,0.089124
2000,1000,2000,0.208864
2000,0,2000,0.101862
2000,2000,3000,0.208864
2000,1000,2000,0.169901
2000,0,2000,0.073945
2000,0,2000,0.047985
2000,1000,2000,0.152895
2000,2000,3000,0.208864
2000,1000,2000,0.208864
2000,0,2000,0.087896
2000,0,2000,0.053999
2000,1000,2000,0.492089
2000,1000,2000,0.382489
2000,2000,3000,0.208864
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,1000,2000,0.095687
2000,2000,2000,0.490816
2000,1000,2000,0.208864
2000,2000,1000,0.827152
2000,0,2000,0.068169
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,0,2000,0.096452
2000,0,2000,0.094120
2000,0,2000,0.101738
2000,1000,2000,0.208864
2000,2000,3000,0.208864
2000,2000,3000,0.208864
2000,1000,2000,0.208864
2000,0,2000,0.105185
2000,2000,3000,0.208864
2000,1000,2000,0.208864
2000,1000,2000,0.933157
2000,2000,3000,0.056682
2000,2000,3000,0.208864
2000,0,2000,0.034021
2000,2000,3000,0.217296
2000,2000,2000,0.123954
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,2000,3000,0.208864
2000,2000,3000,0.208864
2000,1000,1000,0.217296
2000,2000,3000,0.208864
2000,1000,2000,0.208864
2000,1000,1000,0.927347
2000,0,2000,0.071680
2000,0,2000,0.097544
2000,2000,3000,0.208864
2000,1000,2000,0.111412
2000,1000,2000,0.199004
2000,2000,3000,0.208864
2000,0,2000,0.103268
2000,2000,3000,0.494747
2000,1000,2000,0.154565
2000,2000,2000,0.938437
2000,2000,2000,0.208864
8000,16000,9000,0.259392
2000,2000,2000,0.217296
2000,0,2000,0.208864
2000,1000,2000,0.208864
2000,1000,2000,0.929944
2000,2000,3000,0.208864
2000,0,2000,0.057915
2000,1000,1000,0.937407
2000,2000,3000,0.053138
2000,2000,2000,0.217296
2000,2000,2000,0.217296
2000,1000,2000,0.095764
2000,1000,2000,0.208864
2000,0,2000,0.086880
2000,0,2000,0.086880
6000,12000,5000,0.426224
2000,0,2000,0.085044
2000,0,2000,0.237818
2000,1000,2000,0.157923
2000,2000,2000,0.426224
2000,0,2000,0.040792
2000,1000,2000,0.179125
2000,0,2000,0.091153
2000,1000,2000,0.208864
2000,0,2000,0.101867
2000,0,2000,0.093763
2000,1000,2000,0.208864
2000,1000,2000,0.189571
2000,1000,2000,0.717171
2000,2000,2000,0.943405
2000,2000,3000,0.208864
2000,0,2000,0.011011
2000,0,2000,0.074114
2000,1000,2000,0.208864
2000,0,2000,0.099795
2000,2000,3000,0.456949
2000,0,2000,0.039093
2000,0,2000,0.087590
2000,1000,2000,0.171027
2000,1000,2000,0.888270
2000,2000,2000,0.426224
2000,0,2000,0.092081
